name,aliases,note,birth_label,birth_calendar_era,birth_start_year,birth_end_year,birth_is_approximate,death_label,death_calendar_era,death_start_year,death_end_year,death_is_approximate,regions,religions,sects,periods
ギュスターヴ・フローベール,Gustave Flaubert,Pantheon職業: Writer / 出生国: France / 出生地: Rouen,,CE,1821,,false,,CE,1880,,false,,,,
エウリピデス,Euripides,Pantheon職業: Writer / 出生国: Greece / 出生地: Salamis Island,,BCE,480,,false,,BCE,406,,false,,,,
李白,Li Bai,Pantheon職業: Writer / 出生国: China / 出生地: Jiangyou,,CE,701,,false,,CE,762,,false,,,,
エドゥアール・マネ,Édouard Manet,Pantheon職業: Painter / 出生国: France / 出生地: 6th arrondissement of Paris,,CE,1832,,false,,CE,1883,,false,,,,
オクターヴ・ミルボー,Octave Mirbeau,Pantheon職業: Writer / 出生国: France / 出生地: Trévières,,CE,1848,,false,,CE,1917,,false,,,,
アンリ・ベクレル,Henri Becquerel,Pantheon職業: Physicist / 出生国: France / 出生地: Paris,,CE,1852,,false,,CE,1908,,false,,,,
ヤコブ,James the Just,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Nazareth,,BCE,20,,false,,CE,69,,false,,,,
ティトゥス,Titus,Pantheon職業: Politician / 出生国: Italy / 出生地: Rome,,CE,41,,false,,CE,81,,false,,,,
ディオクレティアヌス,Diocletian,Pantheon職業: Politician / 出生国: Croatia / 出生地: Salona,,CE,244,,false,,CE,311,,false,,,,
ハトシェプスト,Hatshepsut,Pantheon職業: Politician / 出生国: Egypt,,BCE,1507,,false,,BCE,1458,,false,,,,
ヨハン・クライフ,Johan Cruyff,Pantheon職業: Soccer Player / 出生国: Netherlands / 出生地: Amsterdam,,CE,1947,,false,,CE,2016,,false,,,,
マリア・カラス,Maria Meneghini Callas,Pantheon職業: Singer / 出生国: United States / 出生地: New York City,,CE,1923,,false,,CE,1977,,false,,,,
ヘルマン・ゲーリング,Hermann Göring,Pantheon職業: Politician / 出生国: Germany / 出生地: Rosenheim,,CE,1893,,false,,CE,1946,,false,,,,
ジョージ・マーシャル,George Marshall,"Pantheon職業: Politician / 出生国: United States / 出生地: Uniontown, Pennsylvania",,CE,1880,,false,,CE,1959,,false,,,,
メアリー,"Mary, Queen of Scots",Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Linlithgow Palace,,CE,1542,,false,,CE,1587,,false,,,,
ステファノ,Saint Stephen,Pantheon職業: Religious Figure / 出生国: Greece,,CE,1,,false,,CE,36,,false,,,,
エリサベト,Elizabeth,Pantheon職業: Religious Figure / 出生地: Hebron,,BCE,100,,false,,CE,100,,false,,,,
ジョゼフ・ジョン・トムソン,J. J. Thomson,"Pantheon職業: Physicist / 出生国: United Kingdom / 出生地: Cheetham, Manchester",,CE,1856,,false,,CE,1940,,false,,,,
サムソン,Samson,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Zorah,,BCE,1118,,false,,BCE,1078,,false,,,,
マルクス・アントニウス,Mark Antony,Pantheon職業: Politician / 出生国: Italy / 出生地: Rome,,BCE,83,,false,,BCE,30,,false,,,,
シラクサのルチア,Saint Lucy,"Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Syracuse, Sicily",,CE,283,,false,,CE,304,,false,,,,
ルクレティウス,Lucretius,Pantheon職業: Philosopher / 出生国: Italy / 出生地: Pompeii,,BCE,94,,false,,BCE,55,,false,,,,
アストリッド・リンドグレーン,Astrid Lindgren,Pantheon職業: Writer / 出生国: Sweden / 出生地: Vimmerby,,CE,1907,,false,,CE,2002,,false,,,,
オスカー・ワイルド,Oscar Wilde,Pantheon職業: Writer / 出生国: Ireland / 出生地: Dublin,,CE,1854,,false,,CE,1900,,false,,,,
カトリーヌ・ド・メディシス,Catherine de' Medici,Pantheon職業: Companion / 出生国: Italy / 出生地: Florence,,CE,1519,,false,,CE,1589,,false,,,,
マーク・トウェイン,Mark Twain,"Pantheon職業: Writer / 出生国: United States / 出生地: Florida, Missouri",,CE,1835,,false,,CE,1910,,false,,,,
ヘンリック・イプセン,Henrik Ibsen,Pantheon職業: Writer / 出生国: Norway / 出生地: Skien,,CE,1828,,false,,CE,1906,,false,,,,
アレサ・フランクリン,Aretha Franklin,"Pantheon職業: Singer / 出生国: United States / 出生地: Memphis, Tennessee",,CE,1942,,false,,CE,2018,,false,,,,
ウジェーヌ・ドラクロワ,Eugène Delacroix,"Pantheon職業: Painter / 出生国: France / 出生地: Saint-Maurice, Val-de-Marne",,CE,1798,,false,,CE,1863,,false,,,,
ピウス8世,Pius VIII,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Cingoli,,CE,1761,,false,,CE,1830,,false,,,,
ムハンマド・アル＝ブハーリー,Muḥammad ibn Ismaeel al-Bukhārī,Pantheon職業: Religious Figure / 出生国: Uzbekistan / 出生地: Bukhara,,CE,810,,false,,CE,870,,false,,,,
ハドリアヌス6世,Adrian VI,Pantheon職業: Religious Figure / 出生国: Netherlands / 出生地: Utrecht,,CE,1459,,false,,CE,1523,,false,,,,
ウェスパシアヌス,Vespasian,Pantheon職業: Politician / 出生国: Italy / 出生地: Falacrine,,CE,9,,false,,CE,79,,false,,,,
ジェームズ・プレスコット・ジュール,James Prescott Joule,Pantheon職業: Physicist / 出生国: United Kingdom / 出生地: Salford,,CE,1818,,false,,CE,1889,,false,,,,
ジャニス・ジョプリン,Janis Joplin,"Pantheon職業: Singer / 出生国: United States / 出生地: Port Arthur, Texas",,CE,1943,,false,,CE,1970,,false,,,,
ジョアキーノ・ロッシーニ,Gioachino Rossini,Pantheon職業: Composer / 出生国: Italy / 出生地: Pesaro,,CE,1792,,false,,CE,1868,,false,,,,
ラグナル・ロズブローク,Ragnar Lodbrok,Pantheon職業: Nobleman / 出生国: Norway / 出生地: Northumbria,,CE,850,,false,,CE,801,,false,,,,
イグナチオ・デ・ロヨラ,Ignatius of Loyola,Pantheon職業: Religious Figure / 出生国: Spain / 出生地: Azpeitia,,CE,1491,,false,,CE,1556,,false,,,,
スカンデルベグ,Skanderbeg,Pantheon職業: Politician / 出生国: Albania / 出生地: Sinë,,CE,1405,,false,,CE,1468,,false,,,,
ロロ,Rollo,Pantheon職業: Nobleman / 出生国: Norway,,CE,846,,false,,CE,930,,false,,,,
スタンダール,Stendhal,Pantheon職業: Writer / 出生国: France / 出生地: Grenoble,,CE,1783,,false,,CE,1842,,false,,,,
メアリー・オブ・テック,Mary of Teck,Pantheon職業: Companion / 出生国: United Kingdom / 出生地: Kensington Palace,,CE,1867,,false,,CE,1953,,false,,,,
アメンホテプ3世,Amenhotep III,Pantheon職業: Politician / 出生国: Egypt,,BCE,1403,,false,,BCE,1350,,false,,,,
ヒエロニムス・ボス,Hieronymus Bosch,Pantheon職業: Painter / 出生国: Netherlands / 出生地: 's-Hertogenbosch,,CE,1450,,false,,CE,1516,,false,,,,
マーガレット・サッチャー,Margaret Thatcher,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Grantham,,CE,1925,,false,,CE,2013,,false,,,,
ヤーセル・アラファート,Yasser Arafat,Pantheon職業: Politician / 出生国: Egypt / 出生地: Cairo,,CE,1929,,false,,CE,2004,,false,,,,
カフラー,Khafra,Pantheon職業: Politician / 出生国: Egypt / 出生地: Cairo,,BCE,2550,,false,,BCE,2479,,false,,,,
バグワン・シュリ・ラジニーシ,Rajneesh,Pantheon職業: Philosopher / 出生国: India / 出生地: Bhopal State,,CE,1931,,false,,CE,1990,,false,,,,
アイン・ランド,Ayn Rand,Pantheon職業: Writer / 出生国: Russia / 出生地: Saint Petersburg,,CE,1905,,false,,CE,1982,,false,,,,
テオドシウス1世,Theodosius I,Pantheon職業: Politician / 出生国: Spain / 出生地: Hispania,,CE,340,,false,,CE,395,,false,,,,
アブー・ライハーン・アル・ビールーニー,Al-Biruni,Pantheon職業: Mathematician / 出生国: Uzbekistan / 出生地: Beruniy,,CE,973,,false,,CE,1048,,false,,,,
ホノリウス,Honorius,Pantheon職業: Politician / 出生国: Türkiye / 出生地: Constantinople,,CE,384,,false,,CE,423,,false,,,,
エグバート,Ecgberht,Pantheon職業: Politician / 出生国: United Kingdom / 出生地: Wessex,,CE,800,,false,,CE,839,,false,,,,
トゥキディデス,Thucydides,Pantheon職業: Historian / 出生国: Greece / 出生地: Halimus,,BCE,460,,false,,BCE,397,,false,,,,
ボードゥアン4世,Baldwin IV of Jerusalem,Pantheon職業: Politician / 出生国: Israel / 出生地: Jerusalem,,CE,1161,,false,,CE,1185,,false,,,,
ドミティアヌス,Domitian,Pantheon職業: Politician / 出生国: Italy / 出生地: Rome,,CE,51,,false,,CE,96,,false,,,,
大アントニオス,Anthony the Great,Pantheon職業: Religious Figure / 出生国: Egypt / 出生地: Qiman al-Arus,,CE,251,,false,,CE,356,,false,,,,
グスタフ2世アドルフ,Gustavus Adolphus of Sweden,Pantheon職業: Politician / 出生国: Sweden / 出生地: Tre Kronor (castle),,CE,1594,,false,,CE,1632,,false,,,,
ウルバヌス8世,Urban VIII,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Florence,,CE,1568,,false,,CE,1644,,false,,,,
マグダラのマリア,Mary Magdalene,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Magdala,,BCE,10,,false,,CE,100,,false,,,,
アイスキュロス,Aeschylus,Pantheon職業: Writer / 出生国: Greece / 出生地: Elefsina,,BCE,525,,false,,BCE,456,,false,,,,
アーネスト・ラザフォード,Ernest Rutherford,Pantheon職業: Physicist / 出生国: New Zealand / 出生地: Brightwater,,CE,1871,,false,,CE,1937,,false,,,,
ミシェル・ド・モンテーニュ,Michel de Montaigne,Pantheon職業: Philosopher / 出生国: France / 出生地: Château de Montaigne,,CE,1533,,false,,CE,1592,,false,,,,
ジョン・ウィルクス・ブース,John Wilkes Booth,"Pantheon職業: Extremist / 出生国: United States / 出生地: Bel Air, Harford County, Maryland",,CE,1838,,false,,CE,1865,,false,,,,
バヤズィト2世,Bayezid II,Pantheon職業: Politician / 出生国: Greece / 出生地: Didymoteicho,,CE,1447,,false,,CE,1512,,false,,,,
エドワード・アップルトン,Edward Victor Appleton,Pantheon職業: Physicist / 出生国: United Kingdom / 出生地: Bradford,,CE,1892,,false,,CE,1965,,false,,,,
ベルトルト・ブレヒト,Bertolt Brecht,Pantheon職業: Writer / 出生国: Germany / 出生地: Augsburg,,CE,1898,,false,,CE,1956,,false,,,,
フサイン・イブン・アリー,Husayn ibn Ali,Pantheon職業: Religious Figure / 出生国: Saudi Arabia / 出生地: Medina,,CE,626,,false,,CE,680,,false,,,,
バヤズィト1世,Bayezid I,Pantheon職業: Politician / 出生国: Türkiye / 出生地: Edirne,,CE,1354,,false,,CE,1403,,false,,,,
ピウス6世,Pius VI,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Cesena,,CE,1717,,false,,CE,1799,,false,,,,
ジョン・レノン,John Lennon,Pantheon職業: Musician / 出生国: United Kingdom / 出生地: Liverpool,,CE,1940,,false,,CE,1980,,false,,,,
ハリー・S・トルーマン,Harry S. Truman,"Pantheon職業: Politician / 出生国: United States / 出生地: Lamar, Missouri",,CE,1884,,false,,CE,1972,,false,,,,
クリスティーナ,Christina of Sweden,Pantheon職業: Politician / 出生国: Sweden / 出生地: Tre Kronor (castle),,CE,1626,,false,,CE,1689,,false,,,,
孫武,Sun Tzu,Pantheon職業: Philosopher / 出生国: China / 出生地: Qi (state),,BCE,544,,false,,BCE,496,,false,,,,
エンペドクレス,Empedocles,Pantheon職業: Philosopher / 出生国: Italy / 出生地: Sicily,,BCE,490,,false,,BCE,430,,false,,,,
ピーテル・ブリューゲル,Pieter Brueghel the Elder,Pantheon職業: Painter / 出生国: Netherlands / 出生地: Breda,,CE,1525,,false,,CE,1569,,false,,,,
フランツ・ベッケンバウアー,Franz Beckenbauer,Pantheon職業: Soccer Player / 出生国: Germany / 出生地: Munich,,CE,1945,,false,,CE,2024,,false,,,,
テオドラ,Theodora,Pantheon職業: Companion / 出生国: Cyprus,,CE,500,,false,,CE,548,,false,,,,
ジャン・ロレンツォ・ベルニーニ,Gian Lorenzo Bernini,Pantheon職業: Architect / 出生国: Italy / 出生地: Naples,,CE,1598,,false,,CE,1680,,false,,,,
ジョン・ドルトン,John Dalton,"Pantheon職業: Chemist / 出生国: United Kingdom / 出生地: Eaglesfield, Cumbria",,CE,1766,,false,,CE,1844,,false,,,,
ムラト1世,Murad I,Pantheon職業: Politician / 出生国: Türkiye / 出生地: Bursa,,CE,1326,,false,,CE,1389,,false,,,,
司馬遷,Sima Qian,Pantheon職業: Historian / 出生国: China / 出生地: Hancheng,,BCE,145,,false,,BCE,86,,false,,,,
フェリックス・メンデルスゾーン,Felix Mendelssohn,Pantheon職業: Composer / 出生国: Germany / 出生地: Hamburg,,CE,1809,,false,,CE,1847,,false,,,,
プルタルコス,Plutarch,Pantheon職業: Philosopher / 出生国: Greece / 出生地: Chaeronea,,CE,46,,false,,CE,127,,false,,,,
ヴェルナー・ハイゼンベルク,Werner Heisenberg,Pantheon職業: Physicist / 出生国: Germany / 出生地: Würzburg,,CE,1901,,false,,CE,1976,,false,,,,
クリスチャン9世,Christian IX of Denmark,Pantheon職業: Politician / 出生国: Germany / 出生地: Gottorf Castle,,CE,1818,,false,,CE,1906,,false,,,,
アナクシマンドロス,Anaximander,Pantheon職業: Philosopher / 出生国: Türkiye / 出生地: Miletus,,BCE,610,,false,,BCE,546,,false,,,,
エドヴァルド・グリーグ,Edvard Grieg,Pantheon職業: Composer / 出生国: Norway / 出生地: Bergen,,CE,1843,,false,,CE,1907,,false,,,,
セルマ・ラーゲルレーヴ,Selma Lagerlöf,Pantheon職業: Writer / 出生国: Sweden / 出生地: Mårbacka,,CE,1858,,false,,CE,1940,,false,,,,
ロベルト・コッホ,Robert Koch,Pantheon職業: Physician / 出生国: Germany / 出生地: Clausthal-Zellerfeld,,CE,1843,,false,,CE,1910,,false,,,,
ラビンドラナート・タゴール,Rabindranath Tagore,Pantheon職業: Writer / 出生国: India / 出生地: Kolkata,,CE,1861,,false,,CE,1941,,false,,,,
ティコ・ブラーエ,Tycho Brahe,Pantheon職業: Astronomer / 出生国: Sweden / 出生地: Lund,,CE,1546,,false,,CE,1601,,false,,,,
ピエール・ド・フェルマー,Pierre de Fermat,Pantheon職業: Mathematician / 出生国: France / 出生地: Beaumont-de-Lomagne,,CE,1601,,false,,CE,1665,,false,,,,
ジョヴァンニ・ダ・パレストリーナ,Giovanni Pierluigi da Palestrina,Pantheon職業: Composer / 出生国: France / 出生地: Nice,,CE,1520,,false,,CE,1594,,false,,,,
マレーネ・ディートリッヒ,Marlene Dietrich,Pantheon職業: Actor / 出生国: Germany / 出生地: Berlin,,CE,1901,,false,,CE,1992,,false,,,,
溥儀,Puyi,Pantheon職業: Politician / 出生国: China / 出生地: Prince Chun Mansion,,CE,1906,,false,,CE,1967,,false,,,,
シモン・ボリバル,Simón Bolívar,Pantheon職業: Politician / 出生国: Venezuela / 出生地: Caracas,,CE,1783,,false,,CE,1830,,false,,,,
グリエルモ・マルコーニ,Guglielmo Marconi,Pantheon職業: Inventor / 出生国: Italy / 出生地: Bologna,,CE,1874,,false,,CE,1937,,false,,,,
クラウディオ・モンテヴェルディ,Claudio Monteverdi,Pantheon職業: Composer / 出生国: Italy / 出生地: Cremona,,CE,1567,,false,,CE,1643,,false,,,,
ホルヘ・ルイス・ボルヘス,Jorge Luis Borges,Pantheon職業: Writer / 出生国: Argentina / 出生地: Buenos Aires,,CE,1899,,false,,CE,1986,,false,,,,
アブー・ハニーファ,Abū Ḥanīfa,Pantheon職業: Religious Figure / 出生国: Iraq / 出生地: Kufa,,CE,698,,false,,CE,767,,false,,,,
フィリップ4世,Philip IV of France,Pantheon職業: Politician / 出生国: France / 出生地: Palace of Fontainebleau,,CE,1268,,false,,CE,1314,,false,,,,
ウィリアム・トムソン,"William Thomson, 1st Baron Kelvin",Pantheon職業: Physicist / 出生国: United Kingdom / 出生地: Belfast,,CE,1824,,false,,CE,1907,,false,,,,
ピピン3世,Pepin the Short,Pantheon職業: Politician / 出生国: Belgium / 出生地: Liège,,CE,715,,false,,CE,768,,false,,,,
アレクサンダー・フォン・フンボルト,Alexander von Humboldt,Pantheon職業: Geographer / 出生国: Germany / 出生地: Berlin,,CE,1769,,false,,CE,1859,,false,,,,
イザヤ,Isaiah,Pantheon職業: Religious Figure / 出生国: Israel / 出生地: Jerusalem,,BCE,800,,false,,BCE,700,,false,,,,
プロタゴラス,Protagoras,"Pantheon職業: Philosopher / 出生国: Greece / 出生地: Abdera, Thrace",,BCE,486,,false,,BCE,420,,false,,,,
シュテファン・ツヴァイク,Stefan Zweig,Pantheon職業: Writer / 出生国: Austria / 出生地: Austria-Hungary,,CE,1881,,false,,CE,1942,,false,,,,
トーマス・マン,Thomas Mann,Pantheon職業: Writer / 出生国: Germany / 出生地: Free City of Lübeck,,CE,1875,,false,,CE,1955,,false,,,,
インノケンティウス3世,Innocent III,Pantheon職業: Religious Figure / 出生国: Italy / 出生地: Rome,,CE,1160,,false,,CE,1216,,false,,,,
アンリ・デュナン,Henry Dunant,Pantheon職業: Social Activist / 出生国: Switzerland / 出生地: Geneva,,CE,1828,,false,,CE,1910,,false,,,,
